name,name_en,genre,type,rating,synopsis
Happiness Charge PreCure! Movie: Ningyou no Kuni no Ballerina,,"Kids, Fantasy, Magic, Shoujo",Movie,7.03,The film's story is set in the Doll Kingdom where dolls reside. Happiness Charge PreCure are asked to help by a women named Tsumugi when the sudden appearance of Saiarks begin wrecking havoc upon the Kingdom. However all is not what it seems with the mysterious man Black Fang dwelling in the shadows.
Kikansha Sensei,,"Comedy, School, Slice of Life",Movie,,"The story depicts the interaction of the children of the island and their teacher, Yoshioka Makotoware who is unable to speak because of a childhood accident. A movie based on the best-selling novel by Shizuka Ijuin."
Ponsuke no Haru,Spring Comes to Ponsuke,"Comedy, Kids",Movie,5.24,"family of tanuki dig for food in the snow. They find bamboo shoots and bring them home only to find them empty after peeling them. The bamboo shoots turn into spirits and curse the tanuki family, turning them into snow."
Kousagi Monogatari,,"Comedy, Kids",Movie,,ama Rabbit is having difficulties in raising her little bunnies.
Puchitto Gargantia: Marumaru no Gargantia,,"Sci-Fi, Comedy, Mecha",Special,6.06,Special Project Gargantia.
Kuraibito,,Hentai,OVA,6.14,
GO-GO Tamagotchi!,,"Comedy, Fantasy, Kids",TV,,New series of Tamagotchi!.
Hamatora The Animation: Saishuukai Chokuzen! Mao ga Okuru,,"Mystery, Comedy, Super Power",Special,6.78,cap of the Hamatora The Animation series narrated by Mao.
Jinsei,JINSEI -Life Consulting-,"Comedy, School, Slice of Life",TV,6.49,"Yuuki Akamatsu lives a normal high school life... that is until his cousin, Ayaka Nikaidou, convinces him to join the Journalism Club as a life consultant! His new job is to manage the advice column for the school's weekly newspaper to help him become more social. Soon, Yuuki is joined by three girls: the smart and shy Rino Endou, the athletic and outgoing Ikumi Suzuki, and the cultured and sweet Fumi Kujou. Together, they solve the personal problems of those who anonymously ask for advice. Although each of the new life consultants has their own unique perspective, they are able to reach solutions together by holding debates and social experiments throughout the week. However, as time goes on, the four slowly come to realize that they have not only been guiding other students through their troubles, but also working through problems of their own as well."
Histoire d'Etty,,"Kids, Slice of Life",Movie,,
Mahou no Princess Minky Momo: Hitomi no Seiza - Minky Momo Song Special,,"Magic, Music, Shoujo",Music,5.75,This music video features full versions of 9 songs from the series' OST.
M3: Sono Kuroki Hagane,,"Action, Drama, Mecha, Mystery, Psychological, Sci-Fi",TV,6.61,"In a dark void known as the Lightless Realm, a group of children meet and bond, but are then separated and returned to their own dimension. Years later, these children reunite to fight ""Admonitions,"" monsters that originate from the same void, using robots known as ""Vess."" However, their efforts only slow the ever-encroaching and expanding Lightless Realm from infecting their world. Their lives take a drastic turn when a new foe appears in the form of a ""Corpse,"" whose song is rumored to kill any who hear it within nine days. The ""Corpse Song"" is heard by the group, and with this, they each begin to pull away and become caught up in their own personal problems—ultimately threatening the fate of humanity."
PriPara,,"Music, Slice of Life, School, Shoujo",TV,7.44,"Every little girl waits for the day she'll get her special ticket, one that will grant her entry into the world of PriPara (Prism Paradise). PriPara is a world of music, fashion, and daily auditions for a chance to become a pop idol. Laala Manaka's friends and classmates aspire to become idols, but her school forbids elementary school students from participating in the idol competitions. Luckily, Laala is only interested in watching the idol shows. Yet somehow despite all this, she manages to bumble her way into the PriPara world, and debut as a fresh new talent. After being told all her life that she's too loud, Laala has finally found a place where she can be as loud as she wants and sing from her heart. And not only that, but there's a possibility that she might be the legendary Prism Voice. Adventure, fashion, and music awaits as Laala climbs her way to the top, on her way to become the cutest and most beloved pop idol in the world of PriPara!"
Girls & Panzer Heartful Tank Disc Picture Drama,,"Military, School",Special,6.58,"Picture drama episodes bundled with the Girls & Panzer ""Heartful Tank Disc."""
47 Todoufuken R,,"Comedy, Kids",TV,,"47 Todoufuken R"" is based on the anime ""47 Todoufuken,"" which aired in 2011, but with new characters in 3D. The ""ken"" in ""Todoufuken"" is a play on the words ""prefecture"" and ""dog"" since it can mean both words."
Shounen Hollywood: Holly Stage for 49,,"Music, Slice of Life, Shoujo",TV,6.1,"The anime tells an original story set 15 years after the novel's story. It takes place at a fictional theater called Hollywood Tokyo in Harajuku, where members of the idol group ""Shounen Hollywood"" develop their talents with diligent work and studying."
Hayate no Gotoku! OVA,,"Romance, Comedy, Harem, Parody, Shounen",OVA,7.15,"New OVA series of Hayate no Gotoku!, which is part of the manga's 10th anniversary project. One episode each will be bundled with volumes 41 to 43 of the manga."
Kaze no Invitation,,"Magic, Music",Music,5.51,This was originally created as a musical special for the LD-BOX release of Magical Emi in 1999.
Mahou Shoujo wa Kiss Shite Kawaru,,Hentai,OVA,5.05,
Piano (TV) Specials,,"Music, Slice of Life, Drama, Romance, Shoujo",Special,5.66,"Episodes 4.5, 6.5, 8.5 and 10.5 from the DVD release, in which Miu thinks about the events from the previous episode."
Kyoukai no Rinne,,"Comedy, Supernatural",Special,6.26,Kyoukai no Rinne commercial aired during Inuyasha Kanketsu-hen with different voice actors than in the TV Series.
Otogi Banashi: Bunbuku Chagama,,Kids,Movie,,animated adaptation of the folktale of Bunbuku Chagama.
Itazura Post,,Comedy,Movie,,
Chamebou Kuukijuu no Maki,,Comedy,Movie,,
Chamebou Shin Gachou: Nomi Fuufu Shikaeshi no Maki,,Comedy,Movie,,
Dekobou Shingachou: Meian no Shippai,,Comedy,Movie,5.64,
Chokin no Susume,,Comedy,Movie,,
Durarara!!x2 Shou,Durarara!! x2 Shou,"Action, Mystery, Supernatural",TV,8.03,"lthough peace has finally returned to Ikebukuro, many of the odd occurrences have become common sights around the city. One such case is the police's constant pursuit of Celty Sturluson, the Headless Rider. Moreover, someone has placed a large bounty on her, igniting the motivation of gang members all over to begin searching for the supernatural creature as well. Meanwhile, Mikado Ryuugamine is approached by Aoba Kuronuma, a mysterious underclassman with unknown intentions, who reveals that he knows Mikado's true identity. But Ikebukuro's state of tranquility is short-lived, as a new threat appears in the form of a murderer who goes by the pseudonym ""Hollywood,"" known for wearing a different mask each time they commit a crime. As the various events taking place prove to be connected yet again, Ikebukuro is thrown into another conflict that threatens to engulf the entire city in chaos."
Sengoku Basara: Judge End,Sengoku BASARA:End of Judgement,"Action, Super Power, Martial Arts, Samurai, Historical",TV,6.87,"Based on CAPCOM's 2010 game Sengoku Basara 3 (Sengoku Basara: Samurai Heroes), Sengoku Basara: Judge End will depict the epic Battle of Sekigahara."
Sora no Method,Celestial Method,"Drama, Fantasy, School, Slice of Life",TV,6.77,"group of friends—Nonoka Komiya, Koharu Shiihara, Shione Togawa, and twins Yuzuki and Souta Mizusaka—once attempted to summon a flying saucer to grant their wishes. After thinking that they failed, they called it a day. However, soon afterward, Nonoka abruptly moved out of Kiriya City, breaking the bond of their circle. Little did the group know, they were successful and the saucer has been floating in the sky since then, waiting to fulfill its purpose. Seven years later, Nonoka returns to Kiriya, all but forgetting everything regarding her life there. She meets Noel, a little girl wearing strange clothes, and through her, Nonoka begins to remember the past and the friends she left behind. From there, she strives to reforge her severed relationship with the others as she uncovers the mysteries connecting Noel, the saucer, and the wishes they once cherished together."
Kantoku Fuyuki Todoki,Insufficient Direction,"Comedy, Josei, Slice of Life",TV,5.93,"This is the anime adaptation of Kantoku Fuyuki Todoki (Insufficient Direction), the first essay manga by the ""queen of the manga world,"" Moyoco Anno. The comedic and heartwarming autobiographical story follows her everyday married ""otaku lifestyle"" with Hideaki Anno, ""the founder of the otaku cult."""
Yuru Yuri Nachuyachumi!,,"Comedy, Shoujo Ai, Slice of Life",OVA,7.88,"Even during summer break, the Amusement Club lives up to its name! When Akari Akaza, Kyouko Toshinou, Chinatsu Yoshikawa, and Yui Funami find a camping tent, they decide to put it to good use by spending the weekend outside in the mountains. When some student council members catch wind of this, they are invited to come along as well. After a very long journey, the group arrives at their destination and is ready to make the most of their trip. They engage in classic camping activities, such as outdoor cooking and tests of courage, and finish it all off with a visit to the hot springs. An extravagant trip like this doesn't happen every day, but the Amusement Club is sure to savor each moment."
Mikakunin de Shinkoukei: Kamoniku tte Midori-ppoi Aji ga Suru no ne.,,"Slice of Life, Comedy, Romance, Seinen",OVA,7.15,OVA included with special edition of volume 5 of the Mikakunin de Shinkoukei manga. Mashiro and Kobeni share with each other a story from their pasts. Kobeni retells an episode of her childhood with Benio and Nadeshiko while Mashiro describes one of her days back on her home in the mountains.
Meshimase Lodoss-tou Senki: Sorette Oishii no?,,Comedy,TV,5.62,Two Lodoss-obsessed students attempt to recruit party members so they can put on a Lodoss-themed play at their school festival.
Shinmai Maou no Testament,The Testament of Sister New Devil,"Action, Ecchi, Fantasy, Romance, Harem, Demons",TV,6.8,"unning into your new stepsister in the bathroom is not the best way to make a good first impression, which Basara Toujou learns the hard way. When his father suddenly brings home two beautiful girls and introduces them as his new siblings, he has no choice but to accept into his family the Naruse sisters: busty redhead Mio and petite silver-haired Maria. But when these seemingly normal girls reveal themselves as demons—Mio the former Demon Lord's only daughter and Maria her trusted succubus servant—Basara is forced to reveal himself as a former member of a clan of ""Heroes,"" sworn enemies of the demons. However, having begun to care for his new sisters, Basara instead decides to protect them with his powers and forms a master-servant contract with Mio to keep watch over her. With the Heroes observing his every move and the constant threat of hostile demons, Basara has to do the impossible to protect his new family members. Moreover, the protector himself is hiding his own dark secret that still haunts him to this day..."
Chuunibyou demo Koi ga Shitai! Ren Specials,"Love, Chunibyo & Other Delusions:Heart Throb Specials",Comedy,Special,7.11,"The charming cast consisting of Rikka Takanashi and her friends continues spending time together through seven short episodes of fun games and idle chatter. Discover what is hidden inside Sanae Dekomori's hair buns, as well as other useless but fun facts about the beloved characters in Chuunibyou demo Koi ga Shitai! Ren Specials ."
Go Go Toraemon,,"Comedy, Sports",OVA,,Based on the manga by Takahashi Haruo.
Oshaburi Announcer,,Hentai,OVA,6.81,
Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune,,"Action, Military, Sci-Fi, Space, Drama",Movie,7.77,"2199 AD. Yamato tried to leave behind the Large Magellanic Cloud galaxy, after receiving a ""Cosmo Reverse System"" at its destination, Iscandar. However, suddenly, it encounters a mysterious group at the edge of the Large Magellanic Cloud. The crew finds out that the group is called the ""Gatlantis,"" and that its leader is the Gutaba expeditionary force commander who calls himself ""Goran Dagaamu of Thunder."" The commander demands that Yamato be handed over to him. Yamato, wanting to hurry to Earth, escapes the fray. However, Yamato is attacked by a devastating beam weapon called the ""Flame Direct Attack Cannon"" that can transcend space. Yamato was able to retreat, but ends up getting lost, and finds itself in a strangely colored irregular dimension. The crew decides to turn off the engine on the ship, and explore a mysterious planet. In order to collect information, Kodai, Kiryū, Sawamura, Niimi, and Aihara land on the planet. What they saw when they arrived was a ship that was not supposed to be there. Dagaamu chases after the traces of Yamato's warp, and also reaches the strangely colored space. The planet on which Yamato landed was in fact what Dagaamu had been looking for all along."
Gugure! Kokkuri-san,,"Comedy, Supernatural, Shounen",TV,7.58,"Gugure! Kokkuri-san is an eccentric comedy centered around the self-proclaimed doll, Kohina Ichimatsu. Her uneventful life goes from plain to absurd when she summons a fox spirit by the name of Kokkuri-san. But contrary to popular belief, he is not the omniscient, answer-granting spirit from the legend anymore. The loss of believers in modern society has rendered him powerless. Upon meeting the bizarre girl who summoned him, Kokkuri-san is shocked to discover that Kohina not only lives alone, but survives on just cup ramen! Filled with concern for the young girl, he takes it upon himself to ensure that Kohina has proper meals and lives a decent life. Thus begin Kokkuri-san's less-than-hopeful endeavors and their peculiar life together."
Gundam: G no Reconguista,Gundam Reconguista in G,"Action, Mecha, Sci-Fi, Space",TV,5.76,"In the year Regild Century 1014, an entire millennium has passed since the end of the fabled Universal Century, where legends like Amuro Ray and Char Aznable ruled the battlefield as ace mobile suit pilots. The Earth's surface that was once hotly contested is now mostly abandoned, with humanity preferring to live in space colonies and the surface of the moon. Capital Guard Academy student Bellri Zenam lives a peaceful academic life, but his normal days are brought to an end with the capture of pirate pilot Aida Surugan and her mobile suit G-Self. Bellri feels a strong mental connection with the G-Self and discovers that he is able to pilot it. He soon finds himself in contention with the ""Capital Guard,"" a radical faction that follows its own secret agenda despite the wishes of the Amerian Army, who still hold power on Earth. Joining the crew of the Amerian spaceship Megafauna, Bellri and Aida must pilot the G-Self to victory against the Capital Guard and its leaders, the charismatic Colonel Kunpa Rushita and the enigmatic Captain Mask."
Genroku Koi Moyou: Sankichi to Osayo,Sankichi and Osayo:A Genroku Romance,"Adventure, Romance",Movie,5.05,"hen a samurai witnesses a dancing maiden being kidnapped by ruffians, he rescues the poor damsel and takes her to the spring flower dance."
Osaru no Tairyou,,Slice of Life,Movie,5.42,
Hello!! Kiniro Mosaic,Hello!! KINMOZA!,"Slice of Life, Comedy, School, Seinen",TV,7.53,"lthough learning different languages continues to be an interest for Shinobu and her friends, the new school year brings unexpected difficulties. Not only is there always something new and different to distract them from their studies, but Alice and Yoko also are having trouble adjusting to being in a different class from Shinobu and Aya. Meanwhile, Karen isn't getting along at all with her new homeroom teacher, and it doesn't help that the teacher is having trouble figuring out how to make herself seem friendlier to her students as well. Craziness may ensue, but sometimes, all it takes is the right mutual experience to bring everyone together. While some of those experiences may not be as well-thought-out as others (like when Alice and Aya act like juvenile delinquents to seem more grown up), the gang's new adventures are certain to warm everyone's heart as the fun and friendships keep growing in HELLO!! KINMOZA!"
Shigatsu wa Kimi no Uso,Your Lie in April,"Drama, Music, Romance, School, Shounen",TV,8.74,"usic accompanies the path of the human metronome, the prodigious pianist Kousei Arima. But after the passing of his mother, Saki Arima, Kousei falls into a downward spiral, rendering him unable to hear the sound of his own piano. Two years later, Kousei still avoids the piano, leaving behind his admirers and rivals, and lives a colorless life alongside his friends Tsubaki Sawabe and Ryouta Watari. However, everything changes when he meets a beautiful violinist, Kaori Miyazono, who stirs up his world and sets him on a journey to face music again. Based on the manga series of the same name, Shigatsu wa Kimi no Uso approaches the story of Kousei's recovery as he discovers that music is more than playing each note perfectly, and a single melody can bring in the fresh spring air of April."
Tsubu★Doll,,Music,OVA,,"The series centers around 16 girls who want to fulfill their dreams of being on stage in the city of Sagamihara. Rather than being a story where the characters compete to be the ""top idol,"" the girls will bring life and energy to the city through local idol activities. A number of events are planned surrounding the project to bring vitalization to Sagamihara, in addition to a drama CD and radio program."
Saenai Heroine no Sodatekata,Saekano:How to Raise a Boring Girlfriend,"Harem, Comedy, Romance, Ecchi, School",TV,7.54,"Tomoya Aki, an otaku, has been obsessed with collecting anime and light novels for years, attaching himself to various series with captivating stories and characters. Now, he wants to have a chance of providing the same experience for others by creating his own game, but unfortunately, Tomoya cannot do this task by himself. He successfully recruits childhood friend Eriri Spencer Sawamura to illustrate and literary elitist Utaha Kasumigaoka to write the script for his visual novel, while he directs. Super-group now in hand, Tomoya only needs an inspiration to base his project on, and luckily meets the beautiful, docile Megumi Katou, who he then models his main character after. Using what knowledge he has, Tomoya creates a new doujin circle with hopes to touch the hearts of those who play their game. What he does not realize, is that to invoke these emotions, the creators have had to experience the same feelings in their own lives."
Gyakusatsu Kikan,Genocidal Organ,"Military, Sci-Fi, Psychological",Movie,7.17,"The war on terror exploded, literally, the day Sarajevo was destroyed by a homemade nuclear device. The leading democracies transformed into total surveillance states, and the developing world has drowned under a wave of genocides. The mysterious American John Paul seems to be behind the collapse of the world system, and it's up to intelligence agent Clavis Shepherd to track John Paul across the wreckage of civilizations and to find the true heart of darkness—a genocidal organ."
Psycho-Pass 2,,"Action, Sci-Fi, Police, Psychological",TV,7.42,"ar and a half after the events of the original sci-fi psychological thriller, Akane Tsunemori continues her work as an inspector—enforcing the Sibyl System's judgments. Joining her are new enforcers and junior inspector Mika Shimotsuki, a young woman blindly and inflexibly loyal to Sibyl. As Akane ponders both the nature of her job and the legitimacy of Sibyl's verdicts, a disturbing new menace emerges. A mysterious figure has discovered a way to control the Crime Coefficient—a number compiled from mental scans that allows Sibyl to gauge psychological health and identify potential criminals. Through these means, he is able to murder an enforcer, leaving behind a cryptic clue: ""WC?"" scrawled in blood on a wall. Akane and the rest of Division 1 soon find themselves playing a deadly game against their new foe, coming face-to-face with a conspiracy threatening not only the authority of the Sibyl System, but the very foundation of Akane's own convictions."
Zankyou no Terror,Terror in Resonance,"Mystery, Psychological, Thriller",TV,8.12,"Painted in red, the word ""VON"" is all that is left behind after a terrorist attack on a nuclear facility in Japan. The government is shattered by their inability to act, and the police are left frantically searching for ways to crack down the perpetrators. The public are clueless—until, six months later, a strange video makes its way onto the internet. In it, two teenage boys who identify themselves only as ""Sphinx"" directly challenge the police, threatening to cause destruction and mayhem across Tokyo. Unable to stop the mass panic quickly spreading through the city and desperate for any leads in their investigation, the police struggle to act effectively against these terrorists, with Detective Kenjirou Shibazaki caught in the middle of it all. Zankyou no Terror tells the story of Nine and Twelve, the two boys behind the masked figures of Sphinx. They should not exist, yet they stand strong in a world of deception and secrets while they make the city fall around them, all in the hopes of burying their own tragic truth."
Paulette no Isu,Paulette's Chair,"Slice of Life, Comedy, Kids",ONA,7.02,oitaminA's 10th anniversary commemoration short special.
Gekkan Shoujo Nozaki-kun,Monthly Girls' Nozaki-kun,"Comedy, Romance, School",TV,7.96,"Chiyo Sakura is a cheerful high school girl who has fallen head over heels for the oblivious Umetarou Nozaki. Much to Chiyo's confusion, when she confesses to her beloved Nozaki, he hands her an unfamiliar autograph. As it turns out, the stoic teenage boy is actually a respected shoujo mangaka, publishing under the pen name Sakiko Yumeno! A series of misunderstandings leads to Chiyo becoming one of Nozaki's manga assistants. Throughout the hilarious events that ensue, she befriends many of her quirky schoolmates, including her seemingly shameless fellow assistant, Mikoto Mikoshiba, and the ""Prince of the School,"" Yuu Kashima. Gekkan Shoujo Nozaki-kun follows Chiyo as she strives to help Nozaki with his manga and hopes that he will eventually notice her feelings."
Lupin the IIIrd: Jigen Daisuke no Bohyou,Lupin III:Jigen's Gravestone,"Action, Adventure, Drama, Seinen",Movie,7.83,"The film will be a continuation spinoff of the 2012 ""Lupin III: The Woman Called Fujiko Mine"" television anime series. Lupin and Jigen have their sights set on a treasure worth stealing called the Little Comet which is located in the country of East Doroa. The country has fortified its border after a singer named Queen Malta got assassinated in the neighboring country of West Doroa upon visit. Despite the two countries being enemies, Lupin and Jigen still plan to steal the treasure. During the heist, Jigen almost got killed by a skilled sniper named Yael Okuzaki. His specialty is preparing tombstones for his targets before executing his kills. Its said that no one has survived after Yael makes a grave for that target."
Pokemon Best Wishes! Season 2: Decolora Adventure - Iris vs. Ibuki! Dragon Master e no Michi!!,,"Action, Adventure, Comedy, Fantasy, Kids",Special,6.54,Iris vs Ibuki! The Road to Become a Dragon Master!! is the second spin off of the Best Wishes series of the Pokémon anime.
Pokemon XY: Mega Evolution,,"Action, Adventure, Comedy, Kids, Fantasy",Special,7.44,"Previously an assistant of Miare City's Professor Platane, Alain and his Lizardon set off on a journey to become even stronger, by mastering the powers of mega evolution. Investigating the mysteries of this phenomenon, at the behest of the enigmatic Fleur-de-lis, Alain and Lizardon travel across Kalos and Hoenn in search of capable trainers who can use mega evolution in order to improve, as well as help Fleur-de-lis with his research. Along the way, they meet a young girl named Manon who, with her Harimaron, decide to accompany Alain, to which he reluctantly agrees. Pokemon XY: Mega Evolution follows Alain and Lizardon in their journey to become the strongest users of mega evolution, while also fighting against legendary monsters to protect the ambitions of Fleur-de-lis as well as the safety of those most important to him."
Hiroshima e no Tabi,A Journey to Hiroshima,"Drama, Historical, Slice of Life",OVA,5.92,"To spend the summer vacation, junior high school student, Kazuki rides a bullet train to Hiroshima to stay with his aunt. Arriving in Hiroshima, his aunt narrates the tragic past of what happened the day the atomic bomb fell. From the aunt who had to overcome a lot of hardships, he learns the value of peace and to have the courage to lose."
Shin Sei Yariman Gakuen Enkou Nikki The Animation,,Hentai,OVA,6.59,
Rail Wars!,,"Action, Harem, Police, Ecchi",TV,6.41,"ail Wars! takes place in an alternate universe where the Japanese government remains in control of the nation's railway systems. Because of the stability afforded by the leadership of the government, the railway system is allowed to flourish. Naoto Takayama aspires to become an employee for Japan National Railways because of the comfortable life that it will enable him to live. In order to accomplish this he enters its training program, where students must demonstrate their knowledge of trains as well as their ability to be ready for any challenge that might arise. During this time period he will encounter other students such as the athletically gifted Aoi Sakura, the constantly hungry Sho Iwaizumi, and the human encyclopedia Haruka Komi. Together they will work towards surviving their trainee period, all the while taking on purse snatchers, bomb threats, and the looming specter of the extremist “RJ” group who wants to privatize the railway system."
Garo: Honoo no Kokuin,GARO:THE ANIMATION,"Action, Demons, Fantasy, Magic, Supernatural",TV,7.41,"In the name of the king, the Valiante Kingdom launched hunts to exterminate users of witchcraft. Seventeen years later, their pursuit is still growing in both size and brutality. Unbeknownst to the citizens, the targets of these witch hunts are the secret protectors of humanity. Known as the Makai Knights and Alchemists, they have a strong will to protect people from Horrors, demons who possess souls plagued by sadness and pain. One such Makai Knight is 17-year-old Leon Luis who inherits the legendary armor of the Golden Knight Garo from his mother. Though he possesses great power, he struggles to overcome the hatred he bears from his mother's death at the hands of the kingdom. His father German, known as Zoro the Shadow Cutting Knight, is still training Leon when he is called to investigate the upsurge of Horrors in the kingdom's capital. Although German knows Leon's will is wavering, he decides to bring Leon along to continue his training. As German and Leon head to the capital, the king's amiable son Alfonso San Valiante struggles to find a solution to the growing Horror threat. But before he can do so, he is double-crossed and banished from his own kingdom. To return home, Alfonso sets out to find the help and strength he needs to reclaim the throne. During his search, he comes across Leon, whose interactions with the prince will forever change both of their fates."
Zettai Zetsumei Dangerous Jiisan,,"Comedy, Kids",TV,,"Grandpa Danger is a world where the great protector is Grandpa Danger! He's an expert at falling off of cliffs, dealing with a principal who suffers from a severe inferiority complex, and escaping the hidden dangers of sleep! He's a nonsensical, utterly disgusting, relentless prankster. Grandpa Danger's excessive phlegm and farts frustrate Grandson to hilarious extremes, and make you laugh until your stomach splits!"
Zettai Zetsumei Dangerous Jiisan Special-ban,,"Comedy, Kids",Special,,Jiisan tries to compete at the local marathon against all his friends.
Kuroshitsuji: Book of Murder,Black Butler:Book of Murder,"Action, Mystery, Comedy, Historical, Demons, Supernatural, Shounen",OVA,8.12,"he behest of the Queen, Earl Ciel Phantomhive hosts a lavish dinner party attended by several of the finest members of polite society—as well as struggling author, Arthur. But as the party reaches its high, a terrible murder takes place and none other than the Earl himself is suspected of the crime. As a violent storm rages on outside, the death count continues to climb. The Phantomhive household and their eminent guests find they must cooperate in order to solve this mystery before they too fall prey to the mysterious murderer. However, it seems that not even the perfect butler, Sebastian Michaelis, is safe from this horror."
"Suisei no Gargantia: Meguru Kouro, Haruka",Gargantia on the Verdurous Planet:Far Beyond the Voyage,"Action, Adventure, Mecha, Sci-Fi",OVA,7.38,2-episode OVA for Suisei no Gargantia revealed during an announcement at AnimeJapan 2014.
Log Horizon 2nd Season,Log Horizon 2,"Action, Game, Adventure, Magic, Fantasy",TV,7.62,"fter being trapped in the world of Elder Tale for six months, Shiroe and the other Adventurers have begun to get the hang of things in their new environment. The Adventurers are starting to gain the trust of the People of the Land, and Akiba has flourished thanks to the law and order established by Shiroe's Round Table Alliance, regaining its everyday liveliness. Despite this success, however, the Alliance faces a new crisis: they are running out of funds to govern Akiba, and spies from the Minami district have infiltrated the city. As formidable forces rise in other districts, there is also a need to discover more about the vast new world they are trapped in—leading Shiroe to decide that the time has come to venture outside the city. Accompanied by his friend Naotsugu and the Sage of Mirror Lake Regan, the calculative Shiroe makes his move, hoping to unravel new possibilities and eventually find a way home."
Shirogane no Ishi: Argevollen,Argevollen,"Action, Mecha",TV,6.5,"The Kingdom of Arandas alliance and the Countries Unification of Ingelmia have been at war for many years. The fortress of the Great Wall has remained firmly closed, but when it creaks open, the complexion of the war starts to change dramatically. A new recruit, Susumu Tokimune, is waiting for his first battle. He takes the lead without thinking of the possibility of being trapped, and has a fatal encounter with engineer Jamie Hazaford and the Silver Trailkrieger, Argevollen. The encounter takes place in a corner of the world where fighting has become the norm. This small coincidence is going to change the future of Tokimune's Independent 8th platoon, as well as the course of the war."
Space☆Dandy 2nd Season,Space Dandy 2nd Season,"Space, Comedy, Sci-Fi",TV,8.27,"Second season of Space Dandy. Space Dandy is a dandy guy, in space! This dreamy adventurer with a to-die-for pompadour travels across the galaxy in search of aliens no one has ever laid eyes on. Each new species he discovers earns him a hefty reward, but this dandy has to be quick on his feet because it's first come, first served! Accompanied by his sidekicks, a rundown robot named QT and Meow the cat-looking space alien, Dandy bravely explores unknown worlds inhabited by a variety of aliens. Join the best dressed alien hunter in all of space and time as he embarks on an adventure that ends at the edge of the universe!"
DRAMAtical Murder,,"Action, Sci-Fi, Super Power, Psychological",TV,6.09,"Some time ago, the influential and powerful Toue Inc. bought the island of Midorijima, Japan, with the plans of building Platinum Jail—a luxurious utopian facility. Those who are lucky enough to call it home are the wealthiest citizens in the world. The original residents of the island, however, were forced to relocate to the Old Residential District; and after the completion of Platinum Jail, they were completely abandoned. ""Rib"" and ""Rhyme"" are the most common games played on the island. Rib is an old school game in which gangs engage in turf wars against each other, while Rhyme is a technologically advanced game wherein participants fight in a virtual reality. To be able to play Rhyme, you must have an ""All-Mate"" (an AI that typically looks like a pet), and the match must be mediated by an ""Usui."" Aoba Seragaki has no interest in playing either game; he prefers to live a peaceful life with his grandmother and All-Mate, Ren. However, after getting forcefully dragged into a dangerous Rhyme match and hearing rumors about disappearing Rib players, all of Aoba's hopes of living a normal life are completely abolished."
Yoku Wakaru Mahouka!,The irregular at magic high school:Get to Know Magic Studies!,"Comedy, Magic",ONA,6.32,Special introduction videos posted on the official website.
Futari no Oujisama,The Two Princes,"Fantasy, Slice of Life",Movie,,"On the island of Jambe, Subarna, an introverted boy, is given a magic crown and, with the help of the crown, soon becomes the people's hero known kind heartedness. This enrages Rupia, the island's young prince, who has Subarna arrested."
Yukiguni no Oujisama,The Snow Country Prince,Slice of Life,Movie,,"Koichi and his sister Yuki befriend Hanaguro, a swan who has flown to Japan from Siberia. Hanaguro is attacked by a dog, and the cowardly Koichi flees, but that night he has a dream in which he is whisked away to the Kingdom of Snow Prince, where he finds the bravery to help the other swans."
Gan to Gon,,"Comedy, Kids",TV,,
Kirin Monoshiri Yakata,,Kids,TV,5.82,
Youkaiden Nekome Kozou,Cat Eyed Boy,"Adventure, Horror, Psychological, Seinen, Supernatural",TV,,
Itsuka no Main: Kaminari Shounen - Tenta Sanjou!,,"Action, Drama, Seinen",OVA,,"Based on the manga by Mizuho Shuushi, the story shows a realistic portrayal of a Japanese bike gang member trying to live up to social expectations of him being a 'legend'."
Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu Picture Drama,Code Geass:Akito the Exiled 2 - The Torn-Up Wyvern Picture Drama,"Action, Comedy, Military",Special,7.16,Special included in the Code Geass: Boukoku no Akito 2 BD/DVD release.
Bakuman. 3rd Season Specials,,Comedy,Special,7.01,Specials of the Bakuman. 3 included in the Blu-ray/DVD Box 1 and Box 2.
Ore no Imouto ga Konnani Kawaii Wake ga Nai.: Ore no Imouto ga Konnani Eroge na Wake Nai,,"Comedy, Romance",Special,6.55,Gal game animation special included in DVD/Blu-ray Vol.8.
By Your Side,,Music,Music,6.02,"In a quiet countryside, a little girl plays music for her friends, a little bear and a rabbit. An earthquake stops everything and when the bear and the rabbit looks up, the little girl is nowhere to be found. Still, the two friends try to rebuild their lives in the hope of seeing their friend once more."
Kitakubu Katsudou Kiroku: Miniature Theater,,"Comedy, School",Special,6.27,"Unaired ""Miniature Theater"" (the specials inserted at the end of the main episodes) included in the Kitakubu Katsudou Kiroku DVD/BD volumes 2, 3 and 4."
Bakuman. 2nd Season Special,,Comedy,Special,6.71,Short animation included as a bonus in the Blu-ray Box volume 2.
Minarai Diva,,Music,TV,5.38,The story follows two aspiring divas who hope to become famous through a unique brand of music.
